Brand,model,Year,Age,kmDriven,Transmission,Owner,FuelType,AskPrice
23.0,359.0,2017.0,7.0,74000.0,0.0,0.0,2.0,449000.0
36.0,188.0,2017.0,7.0,69000.0,0.0,0.0,0.0,1815000.0
37.0,347.0,2012.0,12.0,70000.0,1.0,2.0,2.0,250000.0
22.0,329.0,2021.0,3.0,16700.0,0.0,0.0,0.0,1750000.0
23.0,110.0,2018.0,6.0,25000.0,0.0,2.0,2.0,630000.0
31.0,255.0,2012.0,12.0,88300.0,1.0,0.0,0.0,375000.0
19.0,270.0,2018.0,6.0,51000.0,0.0,0.0,2.0,4987000.0
36.0,188.0,2018.0,6.0,70000.0,1.0,2.0,0.0,1850000.0
23.0,277.0,2015.0,9.0,82000.0,1.0,2.0,2.0,325000.0
23.0,83.0,2016.0,8.0,230.0,1.0,0.0,0.0,460000.0
7.0,244.0,2006.0,18.0,117000.0,0.0,2.0,2.0,145000.0
33.0,271.0,2012.0,12.0,96000.0,1.0,0.0,0.0,340000.0
13.0,100.0,2019.0,5.0,68000.0,0.0,2.0,2.0,1175000.0
12.0,70.0,2013.0,11.0,57000.0,0.0,2.0,2.0,715000.0
11.0,120.0,2021.0,3.0,23000.0,0.0,2.0,0.0,3150000.0
35.0,182.0,2007.0,17.0,54000.0,1.0,2.0,2.0,50000.0
22.0,329.0,2020.0,4.0,40000.0,1.0,0.0,0.0,1195000.0
18.0,302.0,2020.0,4.0,50000.0,1.0,0.0,0.0,1195000.0
13.0,349.0,2021.0,3.0,40000.0,1.0,0.0,2.0,765000.0
36.0,187.0,2014.0,10.0,195000.0,1.0,2.0,0.0,1020000.0
22.0,299.0,2023.0,1.0,28000.0,1.0,0.0,0.0,1750000.0
4.0,370.0,2015.0,9.0,87000.0,0.0,2.0,0.0,4500000.0
33.0,271.0,2018.0,6.0,135000.0,1.0,0.0,0.0,650000.0
25.0,112.0,2014.0,10.0,78000.0,0.0,2.0,2.0,1250000.0
36.0,188.0,2018.0,6.0,52000.0,0.0,0.0,0.0,2195000.0
23.0,317.0,2014.0,10.0,96000.0,1.0,2.0,2.0,380000.0
23.0,317.0,2020.0,4.0,20000.0,1.0,0.0,2.0,549000.0
23.0,80.0,2015.0,9.0,83000.0,0.0,2.0,2.0,325000.0
25.0,279.0,2011.0,13.0,42000.0,0.0,2.0,2.0,3000000.0
12.0,84.0,2011.0,13.0,77000.0,0.0,2.0,2.0,419999.0
13.0,119.0,2017.0,7.0,98000.0,1.0,0.0,0.0,590000.0
37.0,346.0,2016.0,8.0,80000.0,0.0,0.0,0.0,583000.0
13.0,349.0,2022.0,2.0,32000.0,1.0,0.0,2.0,975000.0
13.0,294.0,2015.0,9.0,90000.0,0.0,2.0,0.0,625000.0
36.0,140.0,2014.0,10.0,215000.0,0.0,2.0,0.0,1075000.0
23.0,123.0,2016.0,8.0,100000.0,1.0,2.0,0.0,795000.0
22.0,382.0,2012.0,12.0,100000.0,1.0,2.0,0.0,425000.0
36.0,188.0,2021.0,3.0,111000.0,0.0,0.0,0.0,2425000.0
12.0,191.0,2017.0,7.0,64100.0,0.0,0.0,2.0,491000.0
4.0,11.0,2018.0,6.0,20000.0,0.0,0.0,0.0,4190000.0
23.0,361.0,2015.0,9.0,105000.0,1.0,0.0,2.0,295000.0
4.0,7.0,2013.0,11.0,57000.0,0.0,0.0,0.0,1200000.0
26.0,91.0,2014.0,10.0,24000.0,0.0,0.0,0.0,1695000.0
3.0,24.0,2013.0,11.0,42000.0,0.0,0.0,0.0,790000.0
23.0,241.0,2019.0,5.0,27000.0,1.0,2.0,2.0,380000.0
31.0,197.0,2017.0,7.0,65663.0,0.0,2.0,2.0,325000.0
23.0,83.0,2016.0,8.0,49000.0,0.0,0.0,2.0,625000.0
31.0,109.0,2015.0,9.0,52000.0,1.0,0.0,0.0,425000.0
23.0,123.0,2017.0,7.0,133000.0,1.0,2.0,0.0,770000.0
23.0,123.0,2016.0,8.0,65000.0,1.0,0.0,0.0,660000.0
17.0,88.0,2020.0,4.0,48000.0,0.0,0.0,0.0,1740000.0
28.0,217.0,2021.0,3.0,62000.0,1.0,0.0,2.0,540000.0
13.0,100.0,2018.0,6.0,80000.0,1.0,0.0,0.0,900000.0
12.0,358.0,2023.0,1.0,10000.0,1.0,0.0,2.0,930000.0
13.0,119.0,2019.0,5.0,61000.0,1.0,0.0,2.0,725000.0
23.0,52.0,2022.0,2.0,27000.0,1.0,0.0,2.0,960000.0
33.0,316.0,2016.0,8.0,80000.0,0.0,0.0,0.0,1625000.0
11.0,135.0,2012.0,12.0,108000.0,1.0,2.0,0.0,170000.0
13.0,349.0,2019.0,5.0,65000.0,1.0,0.0,0.0,850000.0
35.0,185.0,2015.0,9.0,80000.0,1.0,2.0,0.0,120000.0
23.0,361.0,2014.0,10.0,77000.0,1.0,2.0,2.0,249999.0
22.0,195.0,2017.0,7.0,66000.0,1.0,0.0,2.0,345000.0
23.0,361.0,2006.0,18.0,90000.0,1.0,2.0,2.0,100000.0
13.0,394.0,2016.0,8.0,73000.0,1.0,0.0,2.0,665000.0
12.0,44.0,2022.0,2.0,25000.0,1.0,0.0,2.0,765000.0
23.0,52.0,2020.0,4.0,31000.0,1.0,0.0,2.0,690000.0
23.0,361.0,2018.0,6.0,48231.0,0.0,0.0,2.0,385101.0
23.0,41.0,2015.0,9.0,76000.0,0.0,0.0,2.0,280000.0
12.0,84.0,2011.0,13.0,75464.0,0.0,2.0,2.0,375000.0
4.0,7.0,2016.0,8.0,85000.0,0.0,2.0,0.0,1650000.0
7.0,54.0,2010.0,14.0,85000.0,1.0,2.0,2.0,180000.0
25.0,148.0,2011.0,13.0,94990.0,0.0,2.0,0.0,1490000.0
23.0,52.0,2018.0,6.0,54000.0,1.0,0.0,0.0,760000.0
4.0,11.0,2016.0,8.0,47000.0,0.0,2.0,0.0,2500000.0
37.0,253.0,2013.0,11.0,85000.0,1.0,2.0,0.0,415000.0
13.0,36.0,2021.0,3.0,23000.0,0.0,2.0,2.0,1599999.0
13.0,100.0,2022.0,2.0,16000.0,1.0,0.0,2.0,1098000.0
37.0,253.0,2018.0,6.0,88000.0,1.0,2.0,2.0,650000.0
36.0,129.0,2019.0,5.0,130000.0,1.0,0.0,0.0,765000.0
22.0,196.0,2017.0,7.0,48000.0,0.0,2.0,2.0,300000.0
23.0,319.0,2020.0,4.0,34000.0,1.0,2.0,2.0,530000.0
13.0,394.0,2011.0,13.0,78000.0,1.0,2.0,2.0,310000.0
36.0,188.0,2018.0,6.0,72000.0,0.0,2.0,0.0,1850000.0
12.0,84.0,2014.0,10.0,133000.0,1.0,2.0,0.0,685000.0
21.0,164.0,2022.0,2.0,39000.0,0.0,0.0,0.0,3290000.0
23.0,361.0,2011.0,13.0,140000.0,1.0,2.0,2.0,250000.0
13.0,394.0,2010.0,14.0,92000.0,1.0,2.0,0.0,270000.0
4.0,11.0,2018.0,6.0,64000.0,0.0,2.0,2.0,3250000.0
37.0,253.0,2019.0,5.0,63000.0,0.0,0.0,2.0,895000.0
28.0,328.0,2017.0,7.0,84000.0,0.0,2.0,0.0,755000.0
26.0,94.0,2015.0,9.0,72000.0,0.0,2.0,2.0,1475000.0
25.0,65.0,2011.0,13.0,75000.0,0.0,2.0,0.0,795000.0
11.0,135.0,2011.0,13.0,115000.0,1.0,2.0,0.0,225000.0
36.0,127.0,2017.0,7.0,170000.0,1.0,0.0,0.0,475000.0
12.0,44.0,2019.0,5.0,44000.0,1.0,0.0,2.0,550000.0
4.0,11.0,2018.0,6.0,52000.0,0.0,2.0,0.0,3850000.0
13.0,36.0,2021.0,3.0,58000.0,0.0,0.0,0.0,1985000.0
21.0,174.0,2019.0,5.0,72000.0,0.0,0.0,2.0,1025000.0
25.0,149.0,2019.0,5.0,51000.0,0.0,2.0,2.0,2440000.0
38.0,284.0,2016.0,8.0,56000.0,0.0,2.0,0.0,1725000.0
23.0,319.0,2011.0,13.0,70000.0,1.0,2.0,2.0,167000.0
13.0,100.0,2018.0,6.0,23000.0,0.0,0.0,2.0,985111.0
13.0,352.0,2013.0,11.0,103000.0,1.0,2.0,2.0,320000.0
4.0,11.0,2016.0,8.0,47000.0,0.0,2.0,0.0,2500000.0
23.0,317.0,2013.0,11.0,135600.0,1.0,2.0,0.0,425000.0
35.0,238.0,2019.0,5.0,49000.0,1.0,0.0,2.0,650000.0
7.0,244.0,2006.0,18.0,117000.0,0.0,2.0,2.0,145000.0
33.0,316.0,2015.0,9.0,48500.0,0.0,2.0,2.0,711000.0
13.0,393.0,2012.0,12.0,54699.0,1.0,2.0,2.0,199000.0
37.0,253.0,2015.0,9.0,46000.0,1.0,0.0,2.0,475000.0
22.0,298.0,2019.0,5.0,85000.0,1.0,2.0,0.0,1270000.0
13.0,138.0,2024.0,0.0,170000.0,0.0,2.0,0.0,4050000.0
11.0,115.0,2021.0,3.0,75000.0,1.0,0.0,0.0,865000.0
36.0,188.0,2020.0,4.0,61000.0,0.0,2.0,0.0,2075000.0
36.0,140.0,2021.0,3.0,78000.0,0.0,0.0,0.0,3651000.0
4.0,8.0,2017.0,7.0,95000.0,0.0,0.0,0.0,1850000.0
36.0,188.0,2019.0,5.0,70000.0,0.0,0.0,0.0,1695000.0
36.0,188.0,2021.0,3.0,67000.0,0.0,0.0,0.0,1875000.0
13.0,122.0,2012.0,12.0,42000.0,1.0,2.0,2.0,215000.0
22.0,219.0,2019.0,5.0,110000.0,1.0,0.0,0.0,470000.0
23.0,241.0,2015.0,9.0,80000.0,1.0,2.0,2.0,255000.0
23.0,361.0,2019.0,5.0,25000.0,0.0,2.0,2.0,525000.0
33.0,207.0,2009.0,15.0,108000.0,1.0,2.0,0.0,198000.0
37.0,347.0,2012.0,12.0,73000.0,0.0,2.0,2.0,450000.0
25.0,112.0,2013.0,11.0,80500.0,0.0,2.0,0.0,1300000.0
22.0,56.0,2017.0,7.0,69000.0,0.0,2.0,0.0,780000.0
22.0,382.0,2019.0,5.0,25000.0,1.0,0.0,0.0,1675000.0
13.0,100.0,2022.0,2.0,42000.0,1.0,0.0,0.0,1390000.0
13.0,100.0,2019.0,5.0,47000.0,0.0,2.0,0.0,1245000.0
13.0,48.0,2021.0,3.0,25000.0,1.0,2.0,2.0,575000.0
13.0,394.0,2018.0,6.0,38900.0,1.0,0.0,2.0,495000.0
37.0,253.0,2015.0,9.0,125000.0,1.0,0.0,0.0,650000.0
36.0,340.0,2023.0,1.0,8000.0,0.0,0.0,2.0,1890000.0
23.0,167.0,2024.0,0.0,1600.0,1.0,0.0,2.0,1350000.0
13.0,352.0,2014.0,10.0,86123.0,1.0,2.0,0.0,395000.0
37.0,253.0,2013.0,11.0,61000.0,0.0,0.0,2.0,405000.0
23.0,397.0,2017.0,7.0,78000.0,1.0,2.0,0.0,790000.0
4.0,7.0,2013.0,11.0,57000.0,0.0,0.0,0.0,1200000.0
13.0,394.0,2011.0,13.0,85000.0,1.0,2.0,2.0,190000.0
35.0,291.0,2014.0,10.0,180000.0,1.0,0.0,0.0,350000.0
12.0,86.0,2020.0,4.0,27000.0,1.0,0.0,2.0,1150000.0
23.0,123.0,2022.0,2.0,22000.0,1.0,2.0,2.0,960000.0
13.0,395.0,2015.0,9.0,62000.0,1.0,2.0,0.0,350000.0
36.0,140.0,2024.0,0.0,24000.0,1.0,0.0,0.0,4550000.0
36.0,187.0,2012.0,12.0,150000.0,1.0,2.0,0.0,510000.0
4.0,365.0,2017.0,7.0,56000.0,0.0,2.0,0.0,2700000.0
23.0,280.0,2019.0,5.0,169700.0,1.0,0.0,0.0,765000.0
36.0,140.0,2016.0,8.0,176000.0,1.0,2.0,0.0,1650000.0
23.0,80.0,2022.0,2.0,20000.0,0.0,0.0,0.0,625000.0
23.0,391.0,2008.0,16.0,65000.0,0.0,2.0,2.0,180000.0
12.0,191.0,2015.0,9.0,114000.0,1.0,2.0,0.0,520000.0
13.0,384.0,2015.0,9.0,114000.0,1.0,0.0,0.0,400000.0
31.0,109.0,2017.0,7.0,80000.0,1.0,2.0,0.0,625000.0
12.0,87.0,2007.0,17.0,103000.0,0.0,2.0,2.0,290000.0
35.0,330.0,2018.0,6.0,52000.0,0.0,0.0,2.0,495000.0
36.0,340.0,2023.0,1.0,24000.0,0.0,0.0,2.0,1895000.0
23.0,116.0,2021.0,3.0,19000.0,0.0,2.0,2.0,400000.0
13.0,352.0,2020.0,4.0,95000.0,1.0,0.0,0.0,1000000.0
36.0,187.0,2014.0,10.0,111000.0,1.0,2.0,0.0,995000.0
23.0,362.0,2016.0,8.0,59000.0,0.0,0.0,2.0,415000.0
3.0,261.0,2015.0,9.0,110000.0,0.0,0.0,0.0,1650000.0
3.0,263.0,2014.0,10.0,45000.0,0.0,2.0,0.0,1200000.0
18.0,306.0,2020.0,4.0,47000.0,0.0,0.0,2.0,1165000.0
17.0,88.0,2019.0,5.0,52000.0,0.0,2.0,2.0,1300000.0
36.0,140.0,2017.0,7.0,112000.0,0.0,0.0,0.0,2250000.0
37.0,46.0,2018.0,6.0,52000.0,1.0,2.0,2.0,600000.0
22.0,301.0,2023.0,1.0,20000.0,0.0,0.0,0.0,2550000.0
23.0,52.0,2016.0,8.0,45000.0,1.0,2.0,2.0,545000.0
35.0,173.0,2019.0,5.0,48000.0,1.0,0.0,0.0,1045000.0
7.0,307.0,2009.0,15.0,99999.0,0.0,2.0,2.0,70000.0
3.0,26.0,2011.0,13.0,51000.0,0.0,2.0,2.0,1350000.0
22.0,56.0,2015.0,9.0,92000.0,1.0,2.0,0.0,415000.0
23.0,356.0,2019.0,5.0,78000.0,1.0,0.0,0.0,935000.0
35.0,230.0,2009.0,15.0,23000.0,1.0,2.0,2.0,60000.0
25.0,211.0,2015.0,9.0,75000.0,0.0,0.0,0.0,2450000.0
13.0,100.0,2019.0,5.0,21000.0,1.0,0.0,2.0,870000.0
13.0,168.0,2016.0,8.0,170000.0,1.0,2.0,0.0,410000.0
3.0,263.0,2018.0,6.0,69000.0,0.0,2.0,0.0,4850000.0
21.0,174.0,2021.0,3.0,39652.0,1.0,0.0,0.0,1305000.0
35.0,238.0,2022.0,2.0,13000.0,1.0,0.0,2.0,899000.0
23.0,40.0,2023.0,1.0,6200.0,1.0,0.0,2.0,400000.0
36.0,140.0,2019.0,5.0,180000.0,1.0,0.0,0.0,2980000.0
11.0,120.0,2017.0,7.0,87000.0,0.0,2.0,0.0,1600000.0
4.0,11.0,2019.0,5.0,25000.0,0.0,2.0,0.0,5950000.0
3.0,263.0,2014.0,10.0,45000.0,0.0,2.0,0.0,1200000.0
3.0,22.0,2015.0,9.0,42000.0,0.0,2.0,0.0,1050000.0
22.0,380.0,2019.0,5.0,40000.0,1.0,0.0,0.0,1025000.0
35.0,185.0,2014.0,10.0,112000.0,0.0,2.0,0.0,100000.0
23.0,52.0,2018.0,6.0,65000.0,1.0,2.0,2.0,525000.0
23.0,319.0,2018.0,6.0,45617.0,0.0,0.0,2.0,725000.0
25.0,112.0,2014.0,10.0,75000.0,0.0,2.0,0.0,1169000.0
28.0,328.0,2014.0,10.0,95000.0,1.0,2.0,0.0,450000.0
23.0,319.0,2010.0,14.0,165000.0,1.0,0.0,0.0,270000.0
23.0,80.0,2014.0,10.0,37000.0,0.0,2.0,2.0,337000.0
21.0,175.0,2023.0,1.0,27000.0,0.0,0.0,2.0,1825000.0
12.0,70.0,2015.0,9.0,90000.0,0.0,2.0,2.0,795000.0
31.0,336.0,2019.0,5.0,43000.0,1.0,0.0,2.0,565000.0
23.0,116.0,2013.0,11.0,27000.0,1.0,2.0,2.0,299000.0
23.0,123.0,2015.0,9.0,110000.0,1.0,0.0,0.0,665000.0
12.0,63.0,2015.0,9.0,36000.0,0.0,2.0,2.0,375000.0
4.0,7.0,2011.0,13.0,39000.0,0.0,2.0,0.0,1300000.0
37.0,253.0,2019.0,5.0,15000.0,1.0,0.0,2.0,575000.0
13.0,349.0,2021.0,3.0,28000.0,1.0,0.0,0.0,1050000.0
36.0,140.0,2011.0,13.0,125000.0,1.0,2.0,0.0,650000.0
23.0,194.0,2024.0,0.0,11000.0,0.0,0.0,2.0,1190000.0
13.0,100.0,2019.0,5.0,68000.0,0.0,2.0,2.0,1175000.0
23.0,167.0,2024.0,0.0,1600.0,1.0,0.0,2.0,1350000.0
7.0,335.0,2015.0,9.0,116000.0,0.0,2.0,0.0,680000.0
22.0,264.0,2013.0,11.0,75000.0,1.0,0.0,0.0,255000.0
12.0,44.0,2013.0,11.0,110000.0,1.0,0.0,2.0,349999.0
13.0,113.0,2014.0,10.0,60000.0,1.0,2.0,2.0,275000.0
11.0,120.0,2021.0,3.0,59000.0,0.0,0.0,0.0,3300000.0
23.0,62.0,2022.0,2.0,33000.0,0.0,0.0,2.0,890000.0
22.0,298.0,2015.0,9.0,90000.0,1.0,2.0,0.0,850000.0
13.0,236.0,2023.0,1.0,7200.0,1.0,0.0,2.0,900000.0
4.0,366.0,2019.0,5.0,80000.0,0.0,2.0,0.0,2750000.0
25.0,65.0,2020.0,4.0,29000.0,0.0,0.0,0.0,2550000.0
23.0,39.0,2017.0,7.0,27000.0,0.0,2.0,2.0,380000.0
23.0,52.0,2018.0,6.0,30000.0,1.0,2.0,2.0,699000.0
16.0,378.0,2015.0,9.0,80250.0,0.0,2.0,2.0,2150000.0
12.0,358.0,2017.0,7.0,79000.0,1.0,0.0,0.0,845000.0
18.0,302.0,2022.0,2.0,30000.0,0.0,0.0,0.0,1870000.0
22.0,329.0,2021.0,3.0,41000.0,0.0,0.0,0.0,1470000.0
37.0,253.0,2010.0,14.0,90000.0,1.0,0.0,2.0,250000.0
13.0,100.0,2020.0,4.0,70000.0,0.0,2.0,2.0,1155000.0
13.0,122.0,2013.0,11.0,78000.0,1.0,2.0,2.0,158000.0
23.0,356.0,2020.0,4.0,50000.0,1.0,0.0,0.0,1050000.0
3.0,26.0,2013.0,11.0,110000.0,0.0,2.0,0.0,1150000.0
23.0,317.0,2014.0,10.0,80000.0,1.0,2.0,0.0,411000.0
13.0,36.0,2022.0,2.0,37000.0,0.0,0.0,0.0,1815000.0
11.0,136.0,2017.0,7.0,61101.0,1.0,2.0,2.0,395000.0
22.0,382.0,2015.0,9.0,74000.0,1.0,0.0,0.0,745000.0
26.0,94.0,2015.0,9.0,72000.0,0.0,2.0,2.0,1475000.0
22.0,382.0,2015.0,9.0,83000.0,1.0,0.0,0.0,975000.0
23.0,40.0,2016.0,8.0,45000.0,1.0,0.0,2.0,359000.0
38.0,374.0,2018.0,6.0,110000.0,0.0,0.0,0.0,875000.0
23.0,356.0,2017.0,7.0,71000.0,1.0,0.0,0.0,630000.0
21.0,164.0,2022.0,2.0,84000.0,0.0,0.0,0.0,3400000.0
23.0,41.0,2017.0,7.0,43400.0,0.0,0.0,2.0,275000.0
12.0,84.0,2017.0,7.0,66000.0,1.0,0.0,0.0,690000.0
36.0,188.0,2020.0,4.0,61500.0,0.0,0.0,0.0,2950000.0
13.0,119.0,2019.0,5.0,51000.0,0.0,0.0,2.0,690000.0
33.0,316.0,2015.0,9.0,142000.0,0.0,0.0,0.0,850000.0
13.0,296.0,2006.0,18.0,58645.0,1.0,2.0,2.0,98000.0
13.0,352.0,2017.0,7.0,80000.0,1.0,0.0,0.0,555000.0
22.0,56.0,2012.0,12.0,79000.0,1.0,2.0,0.0,635000.0
23.0,317.0,2019.0,5.0,49805.0,1.0,0.0,2.0,545000.0
33.0,240.0,2016.0,8.0,80000.0,0.0,0.0,0.0,925000.0
3.0,26.0,2017.0,7.0,52000.0,0.0,0.0,2.0,2175000.0
9.0,258.0,2012.0,12.0,123600.0,1.0,2.0,0.0,160000.0
35.0,183.0,2012.0,12.0,125000.0,1.0,0.0,0.0,82000.0
12.0,44.0,2013.0,11.0,55513.0,1.0,0.0,2.0,330000.0
23.0,317.0,2014.0,10.0,104000.0,1.0,2.0,0.0,465000.0
23.0,317.0,2019.0,5.0,7000.0,0.0,2.0,2.0,650000.0
37.0,347.0,2012.0,12.0,73000.0,0.0,2.0,2.0,295000.0
13.0,396.0,2023.0,1.0,14800.0,0.0,0.0,2.0,1050000.0
21.0,32.0,2022.0,2.0,16000.0,0.0,0.0,2.0,1125000.0
4.0,8.0,2015.0,9.0,61000.0,0.0,2.0,0.0,1200000.0
4.0,8.0,2017.0,7.0,68303.0,0.0,2.0,0.0,2100000.0
36.0,140.0,2016.0,8.0,75000.0,1.0,0.0,0.0,1400000.0
23.0,319.0,2020.0,4.0,53000.0,0.0,0.0,2.0,655000.0
33.0,316.0,2015.0,9.0,68000.0,1.0,2.0,2.0,565000.0
23.0,356.0,2017.0,7.0,84000.0,1.0,0.0,0.0,870000.0
23.0,317.0,2021.0,3.0,34000.0,1.0,2.0,2.0,670000.0
38.0,284.0,2018.0,6.0,100000.0,0.0,0.0,0.0,1600000.0
23.0,52.0,2020.0,4.0,40000.0,1.0,0.0,2.0,695000.0
13.0,393.0,2010.0,14.0,75000.0,1.0,2.0,2.0,120000.0
4.0,11.0,2013.0,11.0,82000.0,0.0,2.0,0.0,1295000.0
4.0,11.0,2015.0,9.0,68000.0,0.0,2.0,0.0,1425000.0
22.0,219.0,2018.0,6.0,39000.0,1.0,2.0,0.0,750000.0
21.0,174.0,2019.0,5.0,49067.0,0.0,0.0,2.0,1475000.0
11.0,120.0,2021.0,3.0,23000.0,0.0,2.0,0.0,3150000.0
36.0,140.0,2014.0,10.0,96000.0,0.0,2.0,0.0,1995000.0
22.0,298.0,2010.0,14.0,52085.0,1.0,2.0,0.0,365000.0
23.0,123.0,2013.0,11.0,57899.0,1.0,2.0,2.0,429999.0
25.0,112.0,2012.0,12.0,73000.0,0.0,2.0,0.0,990000.0
23.0,356.0,2018.0,6.0,25000.0,0.0,0.0,0.0,735000.0
35.0,238.0,2021.0,3.0,25945.0,0.0,0.0,2.0,1045000.0
13.0,393.0,2010.0,14.0,38278.0,0.0,0.0,2.0,240000.0
23.0,317.0,2017.0,7.0,91000.0,1.0,0.0,0.0,565000.0
25.0,112.0,2018.0,6.0,38000.0,0.0,2.0,0.0,3750000.0
7.0,103.0,2012.0,12.0,45000.0,0.0,2.0,0.0,563000.0
23.0,52.0,2022.0,2.0,54000.0,1.0,0.0,2.0,725000.0
38.0,372.0,2016.0,8.0,102000.0,0.0,0.0,0.0,3799000.0
36.0,163.0,2022.0,2.0,51321.0,1.0,0.0,2.0,625101.0
35.0,386.0,2017.0,7.0,45000.0,1.0,2.0,0.0,510000.0
23.0,80.0,2018.0,6.0,45000.0,0.0,2.0,2.0,475000.0
23.0,83.0,2014.0,10.0,51957.0,1.0,2.0,2.0,500000.0
11.0,115.0,2014.0,10.0,75000.0,1.0,0.0,0.0,445000.0
23.0,317.0,2020.0,4.0,37540.0,0.0,0.0,2.0,640000.0
36.0,140.0,2016.0,8.0,160000.0,1.0,2.0,0.0,1575000.0
4.0,11.0,2011.0,13.0,85000.0,0.0,2.0,0.0,650000.0
4.0,11.0,2018.0,6.0,41000.0,0.0,2.0,0.0,2990000.0
31.0,197.0,2018.0,6.0,42000.0,1.0,0.0,2.0,360000.0
35.0,230.0,2013.0,11.0,20000.0,1.0,0.0,2.0,85000.0
11.0,115.0,2015.0,9.0,52000.0,1.0,0.0,2.0,525000.0
23.0,80.0,2015.0,9.0,113000.0,0.0,2.0,2.0,340000.0
36.0,187.0,2014.0,10.0,130000.0,1.0,0.0,0.0,1360000.0
4.0,8.0,2016.0,8.0,75000.0,0.0,2.0,0.0,1799000.0
3.0,22.0,2015.0,9.0,42000.0,0.0,2.0,0.0,1050000.0
23.0,37.0,2011.0,13.0,42000.0,1.0,2.0,2.0,150000.0
36.0,140.0,2019.0,5.0,93000.0,0.0,0.0,0.0,2525000.0
13.0,352.0,2014.0,10.0,71000.0,1.0,2.0,0.0,350000.0
25.0,148.0,2014.0,10.0,52300.0,0.0,2.0,0.0,2950000.0
13.0,169.0,2020.0,4.0,100000.0,1.0,0.0,2.0,549000.0
25.0,112.0,2012.0,12.0,74000.0,0.0,0.0,0.0,888000.0
23.0,317.0,2018.0,6.0,22000.0,1.0,2.0,2.0,590000.0
23.0,282.0,2021.0,3.0,65000.0,0.0,0.0,2.0,425000.0
25.0,149.0,2016.0,8.0,121000.0,0.0,2.0,0.0,1351000.0
33.0,303.0,2024.0,0.0,3000.0,0.0,0.0,2.0,1650000.0
4.0,365.0,2012.0,12.0,62000.0,0.0,2.0,2.0,599000.0
36.0,206.0,2014.0,10.0,180000.0,0.0,2.0,0.0,4750000.0
21.0,174.0,2020.0,4.0,80000.0,0.0,0.0,2.0,1250000.0
36.0,140.0,2012.0,12.0,185000.0,0.0,2.0,0.0,1350000.0
4.0,365.0,2017.0,7.0,83000.0,0.0,0.0,0.0,1900000.0
4.0,7.0,2011.0,13.0,39000.0,0.0,2.0,0.0,1300000.0
13.0,393.0,2013.0,11.0,56000.0,1.0,2.0,2.0,290000.0
4.0,11.0,2011.0,13.0,65000.0,0.0,2.0,0.0,525000.0
23.0,317.0,2011.0,13.0,60000.0,1.0,2.0,2.0,190000.0
33.0,207.0,2011.0,13.0,71225.0,1.0,2.0,2.0,543000.0
13.0,352.0,2012.0,12.0,68000.0,1.0,2.0,2.0,345000.0
17.0,88.0,2017.0,7.0,78600.0,1.0,0.0,0.0,1150000.0
13.0,48.0,2020.0,4.0,53000.0,1.0,0.0,2.0,650000.0
31.0,197.0,2017.0,7.0,63663.0,0.0,2.0,2.0,325000.0
23.0,40.0,2021.0,3.0,18000.0,1.0,0.0,2.0,377000.0
23.0,319.0,2019.0,5.0,25.0,1.0,2.0,0.0,420000.0
35.0,60.0,2017.0,7.0,48000.0,0.0,2.0,2.0,220000.0
4.0,8.0,2015.0,9.0,55000.0,0.0,2.0,0.0,2500000.0
12.0,84.0,2018.0,6.0,70000.0,1.0,2.0,2.0,595000.0
11.0,135.0,2014.0,10.0,89500.0,1.0,2.0,0.0,129999.0
12.0,84.0,2011.0,13.0,53000.0,0.0,0.0,2.0,455000.0
13.0,168.0,2017.0,7.0,39000.0,0.0,2.0,2.0,460000.0
36.0,127.0,2015.0,9.0,168000.0,1.0,2.0,0.0,425000.0
13.0,394.0,2024.0,0.0,1500.0,1.0,0.0,2.0,925000.0
12.0,84.0,2018.0,6.0,76000.0,0.0,2.0,2.0,850000.0
12.0,358.0,2017.0,7.0,70000.0,1.0,0.0,0.0,650000.0
17.0,88.0,2017.0,7.0,49000.0,0.0,0.0,2.0,1151111.0
23.0,41.0,2012.0,12.0,32000.0,1.0,2.0,2.0,225000.0
36.0,127.0,2018.0,6.0,146000.0,1.0,2.0,0.0,595000.0
13.0,393.0,2013.0,11.0,90000.0,1.0,0.0,2.0,199000.0
37.0,253.0,2018.0,6.0,50000.0,1.0,0.0,2.0,395000.0
13.0,117.0,2016.0,8.0,85000.0,0.0,0.0,2.0,960000.0
16.0,378.0,2015.0,9.0,80250.0,0.0,2.0,2.0,2150000.0
35.0,238.0,2019.0,5.0,36788.0,0.0,2.0,2.0,780000.0
13.0,168.0,2017.0,7.0,79000.0,1.0,2.0,0.0,280000.0
23.0,83.0,2015.0,9.0,79000.0,1.0,0.0,0.0,600000.0
33.0,316.0,2018.0,6.0,62000.0,0.0,0.0,0.0,1850000.0
23.0,317.0,2019.0,5.0,53000.0,1.0,0.0,2.0,500000.0
37.0,193.0,2014.0,10.0,89000.0,0.0,0.0,0.0,750000.0
36.0,188.0,2018.0,6.0,79000.0,0.0,0.0,0.0,1725000.0
3.0,24.0,2020.0,4.0,38000.0,0.0,0.0,2.0,2850000.0
36.0,188.0,2021.0,3.0,43000.0,0.0,0.0,0.0,2100000.0
12.0,86.0,2020.0,4.0,49000.0,0.0,2.0,2.0,1255000.0
18.0,302.0,2020.0,4.0,52000.0,0.0,0.0,2.0,1225000.0
